images_name,sentiment category,sentiment degree,intention detection,offensiveness detection,metaphor occurrence,metaphor category,source domain,target domain,target modality,source modality
Image_(1221).jpg,7(surprise),2(moderately),1(interactive),0(non-offensive),1,complementary,逃,桃,complementary,complementary
Image_(1222).jpg,6(hate),2(moderately),2(expressive),0(non-offensive),1,complementary,杨,羊,complementary,complementary
Image_(1223).jpg,1(happiness),2(moderately),2(expressive),1(slightly),1,text dominant,骄傲;特么,椒傲;tm,text,text
Image_(1224).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),1,text dominant,晕,云,text,complementary
Image_(1225).jpg,7(surprise),2(moderately),1(interactive),0(non-offensive),1,text dominant,凭,苹,text,complementary
Image_(1226).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),1,complementary,牛奶,我,text,complementary
Image_(1227).jpg,3(anger),2(moderately),4(offensive),3(very),1,text dominant,是,柿,text,complementary
Image_(1228).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),1,text dominant,多大本事,体重几斤几两,text,complementary
Image_(1229).jpg,7(surprise),2(moderately),1(interactive),0(non-offensive),1,complementary,目瞪口呆,目瞪狗呆,text,complementary
Image_(123).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,text dominant,呀,鸭,text,complementary
Image_(1230).jpg,3(anger),1(slightly),1(interactive),1(slightly),1,complementary,你算什么,算哪根香蕉,text,complementary
Image_(1231).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),1,complementary,程序员,白发老年人,complementary,complementary
Image_(1232).jpg,1(happiness),3(very),1(interactive),0(non-offensive),1,complementary,看八卦,吃瓜,text,complementary
Image_(1233).jpg,3(anger),1(slightly),4(offensive),1(slightly),1,complementary,傻,沙雕,text,complementary
Image_(1234).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),1,complementary,法学生,白发老年人,complementary,complementary
Image_(1235).jpg,4(sorrow),1(slightly),1(interactive),0(non-offensive),1,image dominant,蜗牛,狗,image,image
Image_(1236).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),1,complementary,看八卦,吃瓜,text,complementary
Image_(1237).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,学术很差的人,学术垃圾,text,complementary
Image_(1238).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,不合理,布盒里,text,complementary
Image_(1239).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),1,complementary,看八卦,吃瓜,text,complementary
Image_(124).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,text dominant,呀,鸭,text,complementary
Image_(1240).jpg,7(surprise),1(slightly),1(interactive),0(non-offensive),1,text dominant,单纯的目光,未成年的目光,text,text
Image_(1241).jpg,4(sorrow),1(slightly),1(interactive),0(non-offensive),1,text dominant,吃吃吧,778,text,text
Image_(1242).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,精神上剧变,黑化,text,text
Image_(1243).jpg,3(anger),1(slightly),2(expressive),1(slightly),1,text dominant,精神上剧变;特么,黑化;他妈,text,text
Image_(1244).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,精神上剧变,黑化,text,text
Image_(1245).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,text dominant,精神上剧变,黑化,text,text
Image_(1246).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,text dominant,精神上剧变,黑化,text,text
Image_(1247).jpg,4(sorrow),2(moderately),2(expressive),1(slightly),1,text dominant,精神上剧变;特么,黑化;他妈,text,text
Image_(1248).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),1,complementary,网抑云,网易云,text,complementary
Image_(1249).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),1,text dominant,没电,没油,text,text
Image_(125).jpg,5(fear),2(moderately),5(other),1(slightly),1,complementary,生活；我；坏人,手；兔子；剪刀,text,image
Image_(1250).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,text dominant,自抱自泣,自暴自弃,text,text
Image_(1251).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,精神上剧变,黑化,text,text
Image_(1252).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,精神上剧变,黑化,text,text
Image_(1253).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,text dominant,精神上剧变,黑化,text,text
Image_(1254).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,无原则讨好他人的人,舔狗,complementary,text
Image_(1255).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,text dominant,无原则讨好他人的人,舔狗,text,text
Image_(1256).jpg,1(happiness),3(very),2(expressive),0(non-offensive),1,text dominant,无原则讨好他人的人,舔狗,text,text
Image_(1257).jpg,4(sorrow),2(moderately),3(entertaining),1(slightly),1,text dominant,无原则讨好他人的人；好死,舔狗；,text,text
Image_(1258).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,text dominant,无原则讨好他人的人,舔狗,text,text
Image_(1259).jpg,4(sorrow),1(slightly),1(interactive),0(non-offensive),1,text dominant,无原则讨好他人的人,舔狗,text,text
Image_(126).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,呀,鸭,text,text
Image_(1260).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),1,text dominant,无原则讨好他人的人,舔狗,text,text
Image_(1261).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),1,text dominant,无原则讨好他人的人,舔狗,text,text
Image_(1262).jpg,4(sorrow),2(moderately),3(entertaining),0(non-offensive),1,text dominant,无原则讨好他人的人,舔狗,text,text
Image_(1263).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),1,text dominant,无原则讨好他人的人,舔狗,text,text
Image_(1264).jpg,1(happiness),3(very),4(offensive),1(slightly),1,text dominant,无原则讨好他人的人；house,舔狗;好死,text,text
Image_(1265).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,text dominant,无原则讨好他人的人,舔狗,text,text
Image_(1266).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),1,text dominant,无原则讨好他人的人,舔狗,text,text
Image_(1267).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,text dominant,无原则讨好他人的人,舔狗,text,text
Image_(1268).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),1,text dominant,无原则讨好他人的人,舔狗,text,text
Image_(1269).jpg,3(anger),1(slightly),2(expressive),1(slightly),1,text dominant,无原则讨好他人的人,舔狗,text,text
Image_(127).jpg,3(anger),2(moderately),4(offensive),2(moderately),1,text dominant,操；头,敲；大西瓜,text,text
Image_(1270).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,text dominant,无原则讨好他人的人,舔狗,text,text
Image_(1271).jpg,2(love),2(moderately),1(interactive),0(non-offensive),1,text dominant,无原则讨好他人的人,舔狗,text,text
Image_(1272).jpg,4(sorrow),2(moderately),3(entertaining),0(non-offensive),1,complementary,网抑云,网易云,text,complementary
Image_(1273).jpg,4(sorrow),2(moderately),2(expressive),1(slightly),1,complementary,网抑云,网易云,text,complementary
Image_(1274).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,网抑云,网易云,text,complementary
Image_(1275).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,complementary,网抑云,网易云,text,complementary
Image_(1276).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,网抑云,网易云,text,complementary
Image_(1277).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,网抑云,网易云,text,complementary
Image_(1278).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,complementary,网抑云,网易云,text,complementary
Image_(1279).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,网抑云,网易云,text,complementary
Image_(128).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),1,text dominant,咋回事呀,咋肥四鸭,text,text
Image_(1280).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,网抑云,网易云,text,complementary
Image_(1281).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,complementary,网抑云,网易云,text,complementary
Image_(1282).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,complementary,网抑云,网易云,text,complementary
Image_(1283).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,网抑云,网易云,text,complementary
Image_(1284).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,网抑云,网易云,text,complementary
Image_(1285).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,网抑云,网易云,text,complementary
Image_(1286).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,text dominant,青春结束了,爷清洁,text,complementary
Image_(1287).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,网抑云,网易云,text,complementary
Image_(1288).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,网抑云,网易云,text,complementary
Image_(1289).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,网抑云,网易云,text,complementary
Image_(129).jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,text dominant,谢谢,阿里嘎多,text,text
Image_(1290).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,text dominant,去死,狗带,text,text
Image_(1291).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,青春结束了,爷青结,text,text
Image_(1292).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,text dominant,青春结束了,爷青结,text,text
Image_(1293).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,青春结束了,爷青结,text,text
Image_(1294).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,青春回来了,爷青回,text,complementary
Image_(1295).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,text dominant,青春回来了,爷青回,text,text
Image_(1296).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,text dominant,青春回来了,爷青回,text,text
Image_(1297).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,text dominant,青春回来了,爷青回,text,text
Image_(1298).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,抑郁,emo,text,complementary
Image_(1299).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,text dominant,抑郁,emo,text,complementary
Image_(13).jpg,5(fear),1(slightly),2(expressive),0(non-offensive),1,text dominant,呼吸,fu吸,complementary,text
Image_(130).jpg,3(anger),2(moderately),4(offensive),2(moderately),1,text dominant,垃圾；呀,辣鸡；鸭,text,complementary
Image_(1300).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,抑郁,emo,text,text
Image_(1301).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),1,complementary,看八卦,吃瓜,text,complementary
Image_(1302).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,抑郁,emo,text,complementary
Image_(1303).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,抑郁,emo,text,complementary
Image_(1304).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,text dominant,抑郁,emo,text,complementary
Image_(1305).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,text dominant,抑郁,emo,text,text
Image_(1306).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,抑郁,艺谋,text,text
Image_(1307).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,抑郁,emo,text,text
Image_(1308).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,text dominant,抑郁,emo,text,text
Image_(1309).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,text dominant,抑郁,Emo,text,text
Image_(131).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),1,text dominant,别,憋,text,text
Image_(1310).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,text dominant,抑郁,emo,text,complementary
Image_(1311).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,text dominant,抑郁,emo,text,complementary
Image_(1312).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,text dominant,抑郁,emo,text,complementary
Image_(1313).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),1,text dominant,去死,狗带,text,text
Image_(1314).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,去死,狗带,text,text
Image_(1315).jpg,6(hate),3(very),2(expressive),0(non-offensive),1,text dominant,去死,狗带,text,text
Image_(1316).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,去死,狗带,text,text
Image_(1317).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),1,text dominant,去死,狗带,text,text
Image_(1318).jpg,3(anger),1(slightly),4(offensive),2(moderately),1,text dominant,去死,狗带,text,text
Image_(1319).jpg,6(hate),1(slightly),4(offensive),2(moderately),1,text dominant,去死,狗带,text,text
Image_(132).jpg,3(anger),2(moderately),4(offensive),3(very),1,text dominant,特么,他妈,text,text
Image_(1320).jpg,6(hate),2(moderately),4(offensive),1(slightly),1,text dominant,去死,狗带,text,text
Image_(1321).jpg,6(hate),2(moderately),4(offensive),1(slightly),1,text dominant,去死,狗带,text,text
Image_(1322).jpg,6(hate),1(slightly),4(offensive),2(moderately),1,text dominant,去死,狗带,text,text
Image_(1323).jpg,6(hate),1(slightly),4(offensive),2(moderately),1,text dominant,去死,狗带,text,text
Image_(1324).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),1,text dominant,去死,狗带,text,text
Image_(1325).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,text dominant,去死,狗带,text,text
Image_(1326).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,text dominant,去死,狗带,text,text
Image_(1327).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,text dominant,去死,狗袋,text,text
Image_(1328).jpg,3(anger),1(slightly),4(offensive),1(slightly),1,complementary,寻找愿意无原则讨好自己的人,钓鱼,text,complementary
Image_(1329).jpg,2(love),1(slightly),1(interactive),0(non-offensive),1,complementary,寻找愿意无原则讨好自己的人,钓鱼,text,complementary
Image_(133).jpg,2(love),3(very),2(expressive),0(non-offensive),1,text dominant,呀,鸭,text,text
Image_(1330).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),1,complementary,命运,树杈,text,complementary
Image_(1331).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),1,complementary,寻找愿意无原则讨好自己的人,钓鱼,text,complementary
Image_(1332).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),1,text dominant,获取东西却不付出代价的人,白嫖怪,text,text
Image_(1333).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),1,text dominant,获取东西却不付出代价,白嫖,text,text
Image_(1334).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),1,text dominant,获取东西却不付出代价的人,白嫖怪,text,text
Image_(1335).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),1,text dominant,获取东西却不付出代价,白嫖,text,text
Image_(1336).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,获取东西却不付出代价,白嫖,text,text
Image_(1337).jpg,2(love),1(slightly),1(interactive),0(non-offensive),1,text dominant,获取东西却不付出代价的人,白嫖,text,text
Image_(1338).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),1,text dominant,获取东西却不付出代价,白嫖,text,text
Image_(1339).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),1,text dominant,获取东西却不付出代价,白嫖,text,text
Image_(134).jpg,3(anger),3(very),4(offensive),3(very),1,text dominant,操你妈,敲里吗,text,text
Image_(1340).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),1,text dominant,获取东西却不付出代价的人,白嫖怪,text,text
